Model,MSO2014
Firmware Version,1.35

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,3.2e-06,
Filter Frequency,4.2e+07,
Record Length,125000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,5,
Label,,
TIME,CH1,CH1 Peak Detect
-1.78112e-02,-5.3,-5.1
-1.78080e-02,-5.3,-5.5
-1.78048e-02,-5.3,-5.1
-1.78016e-02,-5.3,-5.5
-1.77984e-02,-5.3,-5.1
-1.77952e-02,-5.3,-5.5
-1.77920e-02,-5.5,-5.1
-1.77888e-02,-5.5,-5.7
-1.77856e-02,-5.3,-5.1
-1.77824e-02,-5.5,-5.7
-1.77792e-02,-5.5,-5.3
-1.77760e-02,-5.5,-5.7
-1.77728e-02,-5.5,-5.3
-1.77696e-02,-5.5,-5.7
-1.77664e-02,-5.5,-5.3
-1.77632e-02,-5.5,-5.7
-1.77600e-02,-5.5,-5.3
-1.77568e-02,-5.5,-5.7
-1.77536e-02,-5.5,-5.1
-1.77504e-02,-5.5,-5.7
-1.77472e-02,-5.5,-5.3
-1.77440e-02,-5.3,-5.7
-1.77408e-02,-5.3,-5.3
-1.77376e-02,-5.3,-5.7
-1.77344e-02,-5.5,-5.3
-1.77312e-02,-5.3,-5.7
-1.77280e-02,-5.3,-5.3
-1.77248e-02,-5.5,-5.7
-1.77216e-02,-5.3,-5.3
-1.77184e-02,-5.3,-5.5
-1.77152e-02,-5.3,-5.1
-1.77120e-02,-5.3,-5.7
-1.77088e-02,-5.3,-5.1
-1.77056e-02,-5.3,-5.7
-1.77024e-02,-5.3,-5.1
-1.76992e-02,-5.3,-5.7
-1.76960e-02,-5.3,-5.1
-1.76928e-02,-5.3,-5.5
-1.76896e-02,-5.3,-5.1
-1.76864e-02,-5.3,-5.5
-1.76832e-02,-5.3,-5.1
-1.76800e-02,-5.3,-5.5
-1.76768e-02,-5.3,-5.1
-1.76736e-02,-5.3,-5.5
-1.76704e-02,-5.3,-5.1
-1.76672e-02,-5.3,-5.5
-1.76640e-02,-5.3,-5.1
-1.76608e-02,-5.3,-5.5
-1.76576e-02,-5.3,-5.1
-1.76544e-02,-5.3,-5.5
-1.76512e-02,-5.3,-5.1
-1.76480e-02,-5.3,-5.5
-1.76448e-02,-5.3,-5.1
-1.76416e-02,-5.3,-5.5
-1.76384e-02,-5.3,-5.1
-1.76352e-02,-5.3,-5.5
-1.76320e-02,-5.3,-5.1
-1.76288e-02,-5.3,-5.5
-1.76256e-02,-5.3,-5.1
-1.76224e-02,-5.3,-5.5
-1.76192e-02,-5.3,-5.1
-1.76160e-02,-5.3,-5.5
-1.76128e-02,-5.3,-5.1
-1.76096e-02,-5.3,-5.5
-1.76064e-02,-5.3,-5.1
-1.76032e-02,-5.3,-5.5
-1.76000e-02,-5.5,-5.1
-1.75968e-02,-5.5,-5.7
-1.75936e-02,-5.5,-5.1
-1.75904e-02,-5.5,-5.7
-1.75872e-02,-5.5,-5.3
-1.75840e-02,-5.5,-5.7
-1.75808e-02,-5.5,-5.3
-1.75776e-02,-5.5,-5.7
-1.75744e-02,-5.3,-5.3
-1.75712e-02,-5.5,-5.7
-1.75680e-02,-5.5,-5.3
-1.75648e-02,-5.5,-5.7
-1.75616e-02,-5.5,-5.3
-1.75584e-02,-5.5,-5.7
-1.75552e-02,-5.5,-5.3
-1.75520e-02,-5.5,-5.7
-1.75488e-02,-5.3,-5.3
-1.75456e-02,-5.3,-5.7
-1.75424e-02,-5.5,-5.3
-1.75392e-02,-5.3,-5.7
-1.75360e-02,-5.5,-5.3
-1.75328e-02,-5.5,-5.7
-1.75296e-02,-5.3,-5.3
-1.75264e-02,-5.3,-5.7
-1.75232e-02,-5.5,-5.3
-1.75200e-02,-5.3,-5.7
-1.75168e-02,-5.3,-5.3
-1.75136e-02,-5.3,-5.5
-1.75104e-02,-5.3,-5.1
-1.75072e-02,-5.5,-5.7
-1.75040e-02,-5.3,-5.3
-1.75008e-02,-5.3,-5.5
-1.74976e-02,-5.3,-5.1
-1.74944e-02,-5.3,-5.7
-1.74912e-02,-5.3,-5.1
-1.74880e-02,-5.3,-5.5
-1.74848e-02,-5.3,-5.1
-1.74816e-02,-5.3,-5.5
-1.74784e-02,-5.3,-5.1
-1.74752e-02,-5.3,-5.5
-1.74720e-02,-5.3,-5.1
-1.74688e-02,-5.3,-5.5
-1.74656e-02,-5.3,-5.1
-1.74624e-02,-5.3,-5.5
-1.74592e-02,-5.3,-5.1
-1.74560e-02,-5.3,-5.5
-1.74528e-02,-5.3,-5.1
-1.74496e-02,-5.3,-5.5
-1.74464e-02,-5.3,-5.1
-1.74432e-02,-5.3,-5.5
-1.74400e-02,-5.3,-5.1
-1.74368e-02,-5.3,-5.5
-1.74336e-02,-5.3,-5.1
-1.74304e-02,-5.3,-5.5
-1.74272e-02,-5.3,-5.1
-1.74240e-02,-5.3,-5.5
-1.74208e-02,-5.3,-5.1
-1.74176e-02,-5.3,-5.5
-1.74144e-02,-5.3,-5.1
-1.74112e-02,-5.3,-5.5
-1.74080e-02,-5.5,-5.1
-1.74048e-02,-5.5,-5.7
-1.74016e-02,-5.5,-5.1
-1.73984e-02,-5.5,-5.7
-1.73952e-02,-5.5,-5.3
-1.73920e-02,-5.3,-5.7
-1.73888e-02,-5.5,-5.3
-1.73856e-02,-5.5,-5.7
-1.73824e-02,-5.5,-5.3
-1.73792e-02,-5.5,-5.7
-1.73760e-02,-5.5,-5.3
-1.73728e-02,-5.5,-5.7
-1.73696e-02,-5.5,-5.3
-1.73664e-02,-5.5,-5.7
-1.73632e-02,-5.5,-5.3
-1.73600e-02,-5.5,-5.7
-1.73568e-02,-5.3,-5.3
-1.73536e-02,-5.3,-5.7
-1.73504e-02,-5.3,-5.3
-1.73472e-02,-5.5,-5.7
-1.73440e-02,-5.3,-5.3
-1.73408e-02,-5.3,-5.5
-1.73376e-02,-5.3,-5.3
-1.73344e-02,-5.3,-5.7
-1.73312e-02,-5.5,-5.3
-1.73280e-02,-5.3,-5.7
-1.73248e-02,-5.3,-5.1
-1.73216e-02,-5.3,-5.7
-1.73184e-02,-5.3,-5.1
-1.73152e-02,-5.3,-5.5
-1.73120e-02,-5.3,-5.1
-1.73088e-02,-5.3,-5.5
-1.73056e-02,-5.3,-5.3
-1.73024e-02,-5.3,-5.5
-1.72992e-02,-5.3,-5.1
-1.72960e-02,-5.3,-5.5
-1.72928e-02,-5.3,-5.1
-1.72896e-02,-5.3,-5.5
-1.72864e-02,-5.3,-5.1
-1.72832e-02,-5.3,-5.5
-1.72800e-02,-5.3,-5.1
-1.72768e-02,-5.3,-5.5
-1.72736e-02,-5.3,-5.1
-1.72704e-02,-5.3,-5.5
-1.72672e-02,-5.3,-5.1
-1.72640e-02,-5.3,-5.5
-1.72608e-02,-5.3,-5.1
-1.72576e-02,-5.3,-5.5
-1.72544e-02,-5.3,-5.1
-1.72512e-02,-5.3,-5.5
-1.72480e-02,-5.3,-5.1
-1.72448e-02,-5.3,-5.5
-1.72416e-02,-5.3,-5.1
-1.72384e-02,-5.3,-5.5
-1.72352e-02,-5.3,-5.1
-1.72320e-02,-5.3,-5.5
-1.72288e-02,-5.3,-5.1
-1.72256e-02,-5.3,-5.5
-1.72224e-02,-5.3,-5.1
-1.72192e-02,-5.3,-5.5
-1.72160e-02,-5.5,-5.1
-1.72128e-02,-5.5,-5.7
-1.72096e-02,-5.5,-5.1
-1.72064e-02,-5.5,-5.7
-1.72032e-02,-5.5,-5.3
-1.72000e-02,-5.5,-5.7
-1.71968e-02,-5.5,-5.3
-1.71936e-02,-5.5,-5.7
-1.71904e-02,-5.3,-5.3
-1.71872e-02,-5.5,-5.7
-1.71840e-02,-5.5,-5.3
-1.71808e-02,-5.3,-5.7
-1.71776e-02,-5.5,-5.3
-1.71744e-02,-5.5,-5.7
-1.71712e-02,-5.5,-5.3
-1.71680e-02,-5.5,-5.7
-1.71648e-02,-5.5,-5.3
-1.71616e-02,-5.3,-5.7
-1.71584e-02,-5.5,-5.3
-1.71552e-02,-5.5,-5.7
-1.71520e-02,-5.5,-5.3
-1.71488e-02,-5.5,-5.7
-1.71456e-02,-5.3,-5.3
-1.71424e-02,-5.3,-5.7
-1.71392e-02,-5.3,-5.3
-1.71360e-02,-5.3,-5.7
-1.71328e-02,-5.5,-5.1
-1.71296e-02,-5.3,-5.5
-1.71264e-02,-5.5,-5.1
-1.71232e-02,-5.3,-5.7
-1.71200e-02,-5.3,-5.3
-1.71168e-02,-5.3,-5.7
-1.71136e-02,-5.3,-5.1
-1.71104e-02,-5.3,-5.5
-1.71072e-02,-5.3,-5.3
-1.71040e-02,-5.3,-5.5
-1.71008e-02,-5.3,-5.1
-1.70976e-02,-5.3,-5.5
-1.70944e-02,-5.3,-5.1
-1.70912e-02,-5.3,-5.5
-1.70880e-02,-5.3,-5.1
-1.70848e-02,-5.3,-5.5
-1.70816e-02,-5.3,-5.1
-1.70784e-02,-5.3,-5.5
-1.70752e-02,-5.3,-5.1
-1.70720e-02,-5.3,-5.5
-1.70688e-02,-5.3,-5.1
-1.70656e-02,-5.3,-5.5
-1.70624e-02,-5.3,-5.1
-1.70592e-02,-5.3,-5.5
-1.70560e-02,-5.3,-5.1
-1.70528e-02,-5.3,-5.5
-1.70496e-02,-5.3,-5.1
-1.70464e-02,-5.3,-5.5
-1.70432e-02,-5.3,-5.1
-1.70400e-02,-5.3,-5.5
-1.70368e-02,-5.3,-5.1
-1.70336e-02,-5.3,-5.5
-1.70304e-02,-5.3,-5.1
-1.70272e-02,-5.3,-5.5
-1.70240e-02,-5.5,-5.1
-1.70208e-02,-5.5,-5.7
-1.70176e-02,-5.5,-5.1
-1.70144e-02,-5.5,-5.7
-1.70112e-02,-5.5,-5.3
-1.70080e-02,-5.5,-5.7
-1.70048e-02,-5.5,-5.3
-1.70016e-02,-5.3,-5.7
-1.69984e-02,-5.5,-5.3
-1.69952e-02,-5.3,-5.7
-1.69920e-02,-5.5,-5.3
-1.69888e-02,-5.5,-5.7
-1.69856e-02,-5.5,-5.3
-1.69824e-02,-5.5,-5.7
-1.69792e-02,-5.5,-5.3
-1.69760e-02,-5.3,-5.7
-1.69728e-02,-5.5,-5.3
-1.69696e-02,-5.5,-5.7
-1.69664e-02,-5.3,-5.3
-1.69632e-02,-5.5,-5.7
-1.69600e-02,-5.3,-5.3
-1.69568e-02,-5.5,-5.7
-1.69536e-02,-5.5,-5.3
-1.69504e-02,-5.3,-5.5
-1.69472e-02,-5.5,-5.1
-1.69440e-02,-5.3,-5.5
-1.69408e-02,-5.3,-5.1
-1.69376e-02,-5.3,-5.5
-1.69344e-02,-5.3,-5.3
-1.69312e-02,-5.3,-5.7
-1.69280e-02,-5.5,-5.3
-1.69248e-02,-5.5,-5.7
-1.69216e-02,-5.3,-5.1
-1.69184e-02,-5.3,-5.7
-1.69152e-02,-5.3,-5.1
-1.69120e-02,-5.3,-5.5
-1.69088e-02,-5.3,-5.1
-1.69056e-02,-5.3,-5.5
-1.69024e-02,-5.3,-5.1
-1.68992e-02,-5.3,-5.5
-1.68960e-02,-5.3,-5.1
-1.68928e-02,-5.3,-5.5
-1.68896e-02,-5.3,-5.1
-1.68864e-02,-5.3,-5.5
-1.68832e-02,-5.3,-5.1
-1.68800e-02,-5.3,-5.5
-1.68768e-02,-5.3,-5.1
-1.68736e-02,-5.3,-5.5
-1.68704e-02,-5.3,-5.1
-1.68672e-02,-5.3,-5.5
-1.68640e-02,-5.3,-5.1
-1.68608e-02,-5.3,-5.5
-1.68576e-02,-5.3,-5.1
-1.68544e-02,-5.3,-5.5
-1.68512e-02,-5.3,-5.1
-1.68480e-02,-5.3,-5.5
-1.68448e-02,-5.3,-5.1
-1.68416e-02,-5.3,-5.5
-1.68384e-02,-5.3,-5.1
-1.68352e-02,-5.3,-5.5
-1.68320e-02,-5.5,-5.1
-1.68288e-02,-5.5,-5.7
-1.68256e-02,-5.5,-5.1
-1.68224e-02,-5.5,-5.7
-1.68192e-02,-5.5,-5.3
-1.68160e-02,-5.5,-5.7
-1.68128e-02,-5.5,-5.3
-1.68096e-02,-5.5,-5.7
-1.68064e-02,-5.5,-5.3
-1.68032e-02,-5.5,-5.7
-1.68000e-02,-5.5,-5.3
-1.67968e-02,-5.5,-5.7
-1.67936e-02,-5.3,-5.3
-1.67904e-02,-5.5,-5.7
-1.67872e-02,-5.5,-5.3
-1.67840e-02,-5.5,-5.7
-1.67808e-02,-5.5,-5.3
-1.67776e-02,-5.5,-5.7
-1.67744e-02,-5.5,-5.3
-1.67712e-02,-5.5,-5.7
-1.67680e-02,-5.3,-5.3
-1.67648e-02,-5.3,-5.7
-1.67616e-02,-5.3,-5.3
-1.67584e-02,-5.5,-5.5
-1.67552e-02,-5.3,-5.3
-1.67520e-02,-5.3,-5.5
-1.67488e-02,-5.3,-5.3
-1.67456e-02,-5.3,-5.7
-1.67424e-02,-5.3,-5.3
-1.67392e-02,-5.3,-5.5
-1.67360e-02,-5.5,-5.1
-1.67328e-02,-5.3,-5.5
-1.67296e-02,-5.3,-5.1
-1.67264e-02,-5.3,-5.5
-1.67232e-02,-5.3,-5.1
-1.67200e-02,-5.3,-5.5
-1.67168e-02,-5.3,-5.1
-1.67136e-02,-5.3,-5.5
-1.67104e-02,-5.3,-5.1
-1.67072e-02,-5.3,-5.5
-1.67040e-02,-5.3,-5.1
-1.67008e-02,-5.3,-5.5
-1.66976e-02,-5.3,-5.1
-1.66944e-02,-5.3,-5.5
-1.66912e-02,-5.3,-5.1
-1.66880e-02,-5.3,-5.5
-1.66848e-02,-5.3,-5.1
-1.66816e-02,-5.3,-5.5
-1.66784e-02,-5.3,-5.1
-1.66752e-02,-5.3,-5.5
-1.66720e-02,-5.3,-5.1
-1.66688e-02,-5.3,-5.5
-1.66656e-02,-5.3,-5.1
-1.66624e-02,-5.3,-5.5
-1.66592e-02,-5.3,-5.1
-1.66560e-02,-5.3,-5.5
-1.66528e-02,-5.3,-5.1
-1.66496e-02,-5.3,-5.5
-1.66464e-02,-5.3,-5.1
-1.66432e-02,-5.3,-5.5
-1.66400e-02,-5.5,-5.1
-1.66368e-02,-5.5,-5.7
-1.66336e-02,-5.5,-5.1
-1.66304e-02,-5.5,-5.7
-1.66272e-02,-5.5,-5.3
-1.66240e-02,-5.5,-5.7
-1.66208e-02,-5.5,-5.3
-1.66176e-02,-5.5,-5.7
-1.66144e-02,-5.5,-5.3
-1.66112e-02,-5.5,-5.7
-1.66080e-02,-5.3,-5.3
-1.66048e-02,-5.5,-5.7
-1.66016e-02,-5.5,-5.3
-1.65984e-02,-5.5,-5.7
-1.65952e-02,-5.5,-5.3
-1.65920e-02,-5.3,-5.7
-1.65888e-02,-5.3,-5.3
-1.65856e-02,-5.3,-5.7
-1.65824e-02,-5.5,-5.3
-1.65792e-02,-5.5,-5.7
-1.65760e-02,-5.3,-5.3
-1.65728e-02,-5.5,-5.7
-1.65696e-02,-5.5,-5.3
-1.65664e-02,-5.3,-5.7
-1.65632e-02,-5.3,-5.3
-1.65600e-02,-5.3,-5.7
-1.65568e-02,-5.5,-5.1
-1.65536e-02,-5.5,-5.7
-1.65504e-02,-5.3,-5.1
-1.65472e-02,-5.3,-5.5
-1.65440e-02,-5.3,-5.1
-1.65408e-02,-5.3,-5.5
-1.65376e-02,-5.3,-5.1
-1.65344e-02,-5.3,-5.7
-1.65312e-02,-5.3,-5.1
-1.65280e-02,-5.3,-5.7
-1.65248e-02,-5.3,-5.1
-1.65216e-02,-5.3,-5.5
-1.65184e-02,-5.3,-5.1
-1.65152e-02,-5.3,-5.5
-1.65120e-02,-5.3,-5.1
-1.65088e-02,-5.3,-5.5
-1.65056e-02,-5.3,-5.1
-1.65024e-02,-5.3,-5.5
-1.64992e-02,-5.3,-5.1
-1.64960e-02,-5.3,-5.5
-1.64928e-02,-5.3,-5.1
-1.64896e-02,-5.3,-5.5
-1.64864e-02,-5.3,-5.1
-1.64832e-02,-5.3,-5.5
-1.64800e-02,-5.3,-5.1
-1.64768e-02,-5.3,-5.5
-1.64736e-02,-5.3,-5.1
-1.64704e-02,-5.3,-5.5
-1.64672e-02,-5.3,-5.1
-1.64640e-02,-5.3,-5.5
-1.64608e-02,-5.3,-5.1
-1.64576e-02,-5.3,-5.5
-1.64544e-02,-5.3,-5.1
-1.64512e-02,-5.3,-5.5
-1.64480e-02,-5.5,-5.1
-1.64448e-02,-5.5,-5.7
-1.64416e-02,-5.5,-5.1
-1.64384e-02,-5.5,-5.7
-1.64352e-02,-5.5,-5.3
-1.64320e-02,-5.5,-5.7
-1.64288e-02,-5.5,-5.3
-1.64256e-02,-5.5,-5.7
-1.64224e-02,-5.5,-5.3
-1.64192e-02,-5.5,-5.7
-1.64160e-02,-5.5,-5.3
-1.64128e-02,-5.5,-5.7
-1.64096e-02,-5.5,-5.3
-1.64064e-02,-5.5,-5.7
-1.64032e-02,-5.5,-5.3
-1.64000e-02,-5.5,-5.7
-1.63968e-02,-5.5,-5.3
-1.63936e-02,-5.5,-5.7
-1.63904e-02,-5.5,-5.3
-1.63872e-02,-5.5,-5.7
-1.63840e-02,-5.5,-5.3
-1.63808e-02,-5.3,-5.7
-1.63776e-02,-5.5,-5.1
-1.63744e-02,-5.3,-5.7
-1.63712e-02,-5.5,-5.3
-1.63680e-02,-5.3,-5.7
-1.63648e-02,-5.3,-5.1
-1.63616e-02,-5.3,-5.7
-1.63584e-02,-5.3,-5.1
-1.63552e-02,-5.3,-5.7
-1.63520e-02,-5.3,-5.1
-1.63488e-02,-5.3,-5.5
-1.63456e-02,-5.3,-5.1
-1.63424e-02,-5.3,-5.5
-1.63392e-02,-5.3,-5.1
-1.63360e-02,-5.3,-5.5
-1.63328e-02,-5.3,-5.1
-1.63296e-02,-5.3,-5.5
-1.63264e-02,-5.3,-5.1
-1.63232e-02,-5.3,-5.5
-1.63200e-02,-5.3,-5.1
-1.63168e-02,-5.3,-5.5
-1.63136e-02,-5.3,-5.1
-1.63104e-02,-5.3,-5.5
-1.63072e-02,-5.3,-5.1
-1.63040e-02,-5.3,-5.5
-1.63008e-02,-5.3,-5.1
-1.62976e-02,-5.3,-5.5
-1.62944e-02,-5.3,-5.1
-1.62912e-02,-5.3,-5.5
-1.62880e-02,-5.3,-5.1
-1.62848e-02,-5.3,-5.5
-1.62816e-02,-5.3,-5.1
-1.62784e-02,-5.3,-5.5
-1.62752e-02,-5.3,-5.1
-1.62720e-02,-5.3,-5.5
-1.62688e-02,-5.3,-5.1
-1.62656e-02,-5.3,-5.5
-1.62624e-02,-5.3,-5.1
-1.62592e-02,-5.3,-5.5
-1.62560e-02,-5.5,-5.1
-1.62528e-02,-5.5,-5.7
-1.62496e-02,-5.5,-5.1
-1.62464e-02,-5.5,-5.7
-1.62432e-02,-5.5,-5.3
-1.62400e-02,-5.5,-5.7
-1.62368e-02,-5.5,-5.3
-1.62336e-02,-5.5,-5.7
-1.62304e-02,-5.5,-5.3
-1.62272e-02,-5.3,-5.7
-1.62240e-02,-5.5,-5.3
-1.62208e-02,-5.5,-5.7
-1.62176e-02,-5.5,-5.3
-1.62144e-02,-5.5,-5.7
-1.62112e-02,-5.5,-5.3
-1.62080e-02,-5.5,-5.7
-1.62048e-02,-5.3,-5.1
-1.62016e-02,-5.5,-5.7
-1.61984e-02,-5.5,-5.1
-1.61952e-02,-5.3,-5.7
-1.61920e-02,-5.3,-5.3
-1.61888e-02,-5.3,-5.7
-1.61856e-02,-5.5,-5.3
-1.61824e-02,-5.3,-5.7
-1.61792e-02,-5.3,-5.1
-1.61760e-02,-5.3,-5.7
-1.61728e-02,-5.3,-5.1
-1.61696e-02,-5.5,-5.7
-1.61664e-02,-5.3,-5.1
-1.61632e-02,-5.3,-5.5
-1.61600e-02,-5.3,-5.1
-1.61568e-02,-5.3,-5.7
-1.61536e-02,-5.3,-5.1
-1.61504e-02,-5.3,-5.5
-1.61472e-02,-5.3,-5.1
-1.61440e-02,-5.3,-5.5
-1.61408e-02,-5.3,-5.1
-1.61376e-02,-5.3,-5.5
-1.61344e-02,-5.3,-5.1
-1.61312e-02,-5.3,-5.5
-1.61280e-02,-5.3,-5.1
-1.61248e-02,-5.3,-5.5
-1.61216e-02,-5.3,-5.1
-1.61184e-02,-5.3,-5.5
-1.61152e-02,-5.3,-5.1
-1.61120e-02,-5.3,-5.5
-1.61088e-02,-5.3,-5.1
-1.61056e-02,-5.3,-5.5
-1.61024e-02,-5.3,-5.1
-1.60992e-02,-5.3,-5.5
-1.60960e-02,-5.3,-5.1
-1.60928e-02,-5.3,-5.5
-1.60896e-02,-5.3,-5.1
-1.60864e-02,-5.3,-5.5
-1.60832e-02,-5.3,-5.1
-1.60800e-02,-5.3,-5.5
-1.60768e-02,-5.3,-5.1
-1.60736e-02,-5.3,-5.5
-1.60704e-02,-5.3,-5.1
-1.60672e-02,-5.3,-5.5
-1.60640e-02,-5.5,-5.1
-1.60608e-02,-5.5,-5.7
-1.60576e-02,-5.5,-5.1
-1.60544e-02,-5.5,-5.7
-1.60512e-02,-5.5,-5.3
-1.60480e-02,-5.5,-5.7
-1.60448e-02,-5.5,-5.3
-1.60416e-02,-5.5,-5.7
-1.60384e-02,-5.5,-5.3
-1.60352e-02,-5.5,-5.7
-1.60320e-02,-5.5,-5.3
-1.60288e-02,-5.3,-5.7
-1.60256e-02,-5.3,-5.3
-1.60224e-02,-5.5,-5.7
-1.60192e-02,-5.5,-5.3
-1.60160e-02,-5.5,-5.7
-1.60128e-02,-5.5,-5.3
-1.60096e-02,-5.5,-5.7
-1.60064e-02,-5.3,-5.3
-1.60032e-02,-5.3,-5.7
-1.60000e-02,-5.3,-5.3
-1.59968e-02,-5.3,-5.7
-1.59936e-02,-5.3,-5.3
-1.59904e-02,-5.3,-5.7
-1.59872e-02,-5.5,-5.1
-1.59840e-02,-5.3,-5.5
-1.59808e-02,-5.3,-5.3
-1.59776e-02,-5.3,-5.7
-1.59744e-02,-5.3,-5.1
-1.59712e-02,-5.5,-5.5
-1.59680e-02,-5.5,-5.3
-1.59648e-02,-5.3,-5.7
-1.59616e-02,-5.3,-5.1
-1.59584e-02,-5.3,-5.5
-1.59552e-02,-5.3,-5.1
-1.59520e-02,-5.3,-5.5
-1.59488e-02,-5.3,-5.1
-1.59456e-02,-5.3,-5.5
-1.59424e-02,-5.3,-5.1
-1.59392e-02,-5.3,-5.5
-1.59360e-02,-5.3,-5.1
-1.59328e-02,-5.3,-5.7
-1.59296e-02,-5.3,-5.1
-1.59264e-02,-5.3,-5.5
-1.59232e-02,-5.3,-5.1
-1.59200e-02,-5.3,-5.5
-1.59168e-02,-5.3,-5.1
-1.59136e-02,-5.3,-5.5
-1.59104e-02,-5.3,-5.1
-1.59072e-02,-5.3,-5.5
-1.59040e-02,-5.3,-5.1
-1.59008e-02,-5.3,-5.5
-1.58976e-02,-5.3,-5.1
-1.58944e-02,-5.3,-5.5
-1.58912e-02,-5.3,-5.1
-1.58880e-02,-5.3,-5.5
-1.58848e-02,-5.3,-5.1
-1.58816e-02,-5.3,-5.5
-1.58784e-02,-5.3,-5.1
-1.58752e-02,-5.3,-5.5
-1.58720e-02,-5.5,-5.1
-1.58688e-02,-5.5,-5.7
-1.58656e-02,-5.3,-5.1
-1.58624e-02,-5.5,-5.7
-1.58592e-02,-5.5,-5.3
-1.58560e-02,-5.5,-5.7
-1.58528e-02,-5.5,-5.3
-1.58496e-02,-5.5,-5.7
-1.58464e-02,-5.3,-5.3
-1.58432e-02,-5.5,-5.7
-1.58400e-02,-5.5,-5.3
-1.58368e-02,-5.5,-5.7
-1.58336e-02,-5.5,-5.3
-1.58304e-02,-5.5,-5.7
-1.58272e-02,-5.5,-5.3
-1.58240e-02,-5.5,-5.7
-1.58208e-02,-5.5,-5.1
-1.58176e-02,-5.5,-5.7
-1.58144e-02,-5.5,-5.3
-1.58112e-02,-5.3,-5.7
-1.58080e-02,-5.5,-5.3
-1.58048e-02,-5.5,-5.7
-1.58016e-02,-5.3,-5.3
-1.57984e-02,-5.5,-5.7
-1.57952e-02,-5.5,-5.3
-1.57920e-02,-5.3,-5.7
-1.57888e-02,-5.3,-5.3
-1.57856e-02,-5.3,-5.5
-1.57824e-02,-5.3,-5.1
-1.57792e-02,-5.5,-5.7
-1.57760e-02,-5.5,-5.1
-1.57728e-02,-5.3,-5.5
-1.57696e-02,-5.3,-5.1
-1.57664e-02,-5.3,-5.5
-1.57632e-02,-5.3,-5.1
-1.57600e-02,-5.5,-5.5
-1.57568e-02,-5.3,-5.1
-1.57536e-02,-5.3,-5.7
-1.57504e-02,-5.3,-5.1
-1.57472e-02,-5.3,-5.5
-1.57440e-02,-5.3,-5.1
-1.57408e-02,-5.3,-5.5
-1.57376e-02,-5.3,-5.1
-1.57344e-02,-5.3,-5.5
-1.57312e-02,-5.3,-5.1
-1.57280e-02,-5.3,-5.5
-1.57248e-02,-5.3,-5.1
-1.57216e-02,-5.3,-5.7
-1.57184e-02,-5.3,-5.1
-1.57152e-02,-5.3,-5.5
-1.57120e-02,-5.3,-5.1
-1.57088e-02,-5.3,-5.5
-1.57056e-02,-5.3,-5.1
-1.57024e-02,-5.3,-5.5
-1.56992e-02,-5.3,-5.1
-1.56960e-02,-5.3,-5.5
-1.56928e-02,-5.3,-5.1
-1.56896e-02,-5.3,-5.5
-1.56864e-02,-5.3,-5.1
-1.56832e-02,-5.3,-5.5
-1.56800e-02,-5.5,-5.1
-1.56768e-02,-5.5,-5.7
-1.56736e-02,-5.5,-5.1
-1.56704e-02,-5.5,-5.7
-1.56672e-02,-5.5,-5.3
-1.56640e-02,-5.5,-5.7
-1.56608e-02,-5.5,-5.3
-1.56576e-02,-5.5,-5.7
-1.56544e-02,-5.5,-5.3
-1.56512e-02,-5.5,-5.7
-1.56480e-02,-5.5,-5.3
-1.56448e-02,-5.5,-5.7
-1.56416e-02,-5.5,-5.3
-1.56384e-02,-5.5,-5.7
-1.56352e-02,-5.5,-5.3
-1.56320e-02,-5.5,-5.7
-1.56288e-02,-5.3,-5.3
-1.56256e-02,-5.5,-5.7
-1.56224e-02,-5.5,-5.3
-1.56192e-02,-5.5,-5.7
-1.56160e-02,-5.3,-5.1
-1.56128e-02,-5.3,-5.7
-1.56096e-02,-5.5,-5.3
-1.56064e-02,-5.3,-5.7
-1.56032e-02,-5.3,-5.3
-1.56000e-02,-5.3,-5.5
-1.55968e-02,-5.3,-5.1
-1.55936e-02,-5.5,-5.7
-1.55904e-02,-5.3,-5.1
-1.55872e-02,-5.3,-5.7
-1.55840e-02,-5.3,-5.1
-1.55808e-02,-5.3,-5.7
-1.55776e-02,-5.3,-5.1
-1.55744e-02,-5.3,-5.5
-1.55712e-02,-5.3,-5.1
-1.55680e-02,-5.3,-5.5
-1.55648e-02,-5.3,-5.1
-1.55616e-02,-5.3,-5.5
-1.55584e-02,-5.5,-5.1
-1.55552e-02,-5.3,-5.5
-1.55520e-02,-5.3,-5.1
-1.55488e-02,-5.5,-5.5
-1.55456e-02,-5.3,-5.1
-1.55424e-02,-5.3,-5.5
-1.55392e-02,-5.3,-5.1
-1.55360e-02,-5.3,-5.5
-1.55328e-02,-5.3,-5.1
-1.55296e-02,-5.3,-5.5
-1.55264e-02,-5.3,-5.1
-1.55232e-02,-5.3,-5.5
-1.55200e-02,-5.3,-5.1
-1.55168e-02,-5.3,-5.5
-1.55136e-02,-5.3,-5.1
-1.55104e-02,-5.3,-5.5
-1.55072e-02,-5.3,-5.1
-1.55040e-02,-5.3,-5.5
-1.55008e-02,-5.3,-5.1
-1.54976e-02,-5.3,-5.5
-1.54944e-02,-5.3,-5.1
-1.54912e-02,-5.3,-5.5
-1.54880e-02,-5.5,-5.1
